"klaster","position_group","silueta"
"C3","FW",0.3006
"C3","FW",0.2804
"C3","FW",0.2957
"C3","FW",0.3519
"C3","FW",0.223
"C3","FW",0.3328
"C3","FW",0.3534
"C3","FW",0.2638
"C3","FW",0.3523
"C3","FW",0.3449
"C3","FW",0.4109
"C3","FW",0.2362
"C3","FW",0.3727
"C3","FW",0.2623
"C3","FW",0.3307
"C3","FW",0.3819
"C3","FW",0.306
"C3","FW",0.3081
"C3","FW",0.3627
"C3","FW",0.3466
"C3","FW",0.356
"C3","FW",0.3374
"C3","FW",0.3231
"C3","FW",0.3757
"C3","FW",0.1894
"C3","FW",0.313
"C3","FW",0.3941
"C3","FW",0.2773
"C3","FW",0.3979
"C3","FW",0.3374
"C3","FW",0.3175
"C3","FW",0.3767
"C3","FW",0.3589
"C3","FW",0.3357
"C3","FW",0.4117
"C3","FW",0.3046
"C3","FW",0.3523
"C3","FW",0.3731
"C3","FW",0.2168
"C3","FW",0.2895
"C3","FW",0.2834
"C3","FW",0.3337
"C3","FW",0.313
"C3","FW",0.3689
"C3","FW",0.3068
"C3","FW",0.2632
"C3","FW",0.3542
"C3","FW",0.3007
"C3","FW",0.2474
"C3","FW",0.321
"C3","FW",0.2004
"C3","FW",0.2672
"C3","FW",0.3616
"C3","FW",0.2053
"C3","FW",0.3678
"C3","FW",0.3715
"C3","FW",0.3197
"C3","FW",0.2735
"C3","FW",0.2183
"C3","FW",0.3349
"C3","FW",0.245
"C3","FW",0.3168
"C3","FW",0.3858
"C3","FW",0.3699
"C3","FW",0.3007
"C3","FW",0.3515
"C3","FW",0.2847
"C3","FW",0.383
"C3","FW",0.3588
"C3","FW",0.332
"C3","FW",0.3487
"C3","FW",0.1524
"C3","FW",0.3475
"C3","FW",0.2779
"C3","FW",0.3317
"C3","FW",0.3854
"C3","FW",0.3455
"C3","FW",0.3521
"C3","FW",0.3102
"C3","FW",0.372
"C3","FW",0.2724
"C3","FW",0.398
"C1","GK",0.6125
"C1","GK",0.5623
"C1","GK",0.6458
"C1","GK",0.6448
"C1","GK",0.6232
"C1","GK",0.7435
"C1","GK",0.638
"C1","GK",0.7321
"C1","GK",0.6459
"C1","GK",0.7333
"C1","GK",0.624
"C1","GK",0.7198
"C1","GK",0.7155
"C1","GK",0.6455
"C1","GK",0.6371
"C1","GK",0.7272
"C1","GK",0.6826
"C1","GK",0.7282
"C1","GK",0.6303
"C1","GK",0.6427
"C1","GK",0.6429
"C1","GK",0.7441
"C1","GK",0.7228
"C1","GK",0.6418
"C1","GK",0.5726
"C1","GK",0.5776
"C1","GK",0.5927
"C1","GK",0.7376
"C1","GK",0.6444
"C1","GK",0.6271
"C1","GK",0.717
"C1","GK",0.6656
"C1","GK",0.3992
"C1","GK",0.7331
"C1","GK",0.6143
"C1","GK",0.7245
"C1","GK",0.6902
"C1","GK",0.7333
"C1","GK",0.6178
"C1","GK",0.7385
"C1","GK",0.5976
"C1","GK",0.7051
"C1","GK",0.709
"C1","GK",0.6812
"C1","GK",0.4787
"C1","GK",0.625
"C1","GK",0.7418
"C1","GK",0.5515
"C1","GK",0.6072
"C1","GK",0.622
"C1","GK",0.6378
"C1","GK",0.4795
"C1","GK",0.7032
"C1","GK",0.6461
"C1","GK",0.5341
"C1","GK",0.5958
"C1","GK",0.7258
"C1","GK",0.6778
"C1","GK",0.7439
"C1","GK",0.7283
"C1","GK",0.7197
"C1","GK",0.7507
"C1","GK",0.6121
"C1","GK",0.6945
"C1","GK",0.7506
"C1","GK",0.7534
"C1","GK",0.6975
"C1","GK",0.7344
"C1","GK",0.6933
"C1","GK",0.7467
"C1","GK",0.6147
"C1","GK",0.5029
"C1","GK",0.7176
"C1","GK",0.7108
"C1","GK",0.7269
"C1","GK",0.6263
"C1","GK",0.7253
"C1","GK",0.716
"C1","GK",0.7086
"C1","GK",0.7237
"C1","GK",0.7241
"C1","GK",0.6281
"C1","GK",0.5786
"C1","GK",0.6409
"C1","GK",0.6905
"C1","GK",0.6365
"C1","GK",0.7183
"C1","GK",0.7432
"C1","GK",0.7408
"C1","GK",0.5543
"C1","GK",0.571
"C1","GK",0.7395
"C1","GK",0.5528
"C1","GK",0.7402
"C1","GK",0.7041
"C1","GK",0.7453
"C1","GK",0.5942
"C1","GK",0.6713
"C1","GK",0.6191
"C1","GK",0.7506
"C2","DM_CM",0.3164
"C2","DM_CM",0.0919
"C2","DM_CM",0.3147
"C2","DM_CM",0.2579
"C2","DM_CM",0.3703
"C2","DM_CM",0.3017
"C2","DM_CM",0.3579
"C2","DM_CM",0.2563
"C2","DM_CM",0.3326
"C2","DM_CM",0.3091
"C2","DM_CM",0.1574
"C2","DM_CM",0.0659
"C2","DM_CM",0.1761
"C2","DM_CM",0.1196
"C2","DM_CM",0.0438
"C2","DM_CM",0.2445
"C2","DM_CM",0.1182
"C2","DM_CM",0.155
"C2","DM_CM",0.3553
"C2","DM_CM",0.2438
"C2","DM_CM",0.1521
"C2","DM_CM",0.3224
"C2","DM_CM",0.3355
"C2","DM_CM",0.3165
"C2","DM_CM",0.0678
"C2","DM_CM",0.152
"C2","DM_CM",0.3699
"C2","DM_CM",0.141
"C3","DM_CM",0.0871
"C2","DM_CM",0.0378
"C2","DM_CM",0.3687
"C2","DM_CM",0.0521
"C2","DM_CM",0.3794
"C3","DM_CM",0.0609
"C2","DM_CM",0.0986
"C2","DM_CM",0.0348
"C2","DM_CM",0.2257
"C2","DM_CM",0.3681
"C2","DM_CM",0.0248
"C2","DM_CM",0.3383
"C2","DM_CM",0.1322
"C2","DM_CM",0.3274
"C2","DM_CM",0.4068
"C2","DM_CM",0.3552
"C2","DM_CM",0.2715
"C2","DM_CM",0.2568
"C2","DM_CM",0.3727
"C2","DM_CM",0.2756
"C3","DM_CM",0.1543
"C3","DM_CM",-0.0232
"C2","DM_CM",0.2983
"C2","DM_CM",0.245
"C3","DM_CM",0.0507
"C3","DM_CM",0.1735
"C2","DM_CM",0.2834
"C2","DM_CM",0.2306
"C2","DM_CM",0.3289
"C2","DM_CM",0.2224
"C3","DM_CM",0.2332
"C2","DM_CM",0.1728
"C2","DM_CM",0.3908
"C2","DM_CM",0.0678
"C3","DM_CM",0.071
"C2","DM_CM",0.2347
"C2","DM_CM",0.2911
"C2","DM_CM",0.2521
"C2","DM_CM",0.0401
"C2","DM_CM",0.0618
"C2","DM_CM",0.0854
"C2","DM_CM",0.1436
"C2","DM_CM",0.2748
"C2","DM_CM",0.2011
"C2","DM_CM",0.1481
"C2","DM_CM",0.3144
"C3","AM_W",0.2185
"C3","AM_W",0.2459
"C3","AM_W",0.1234
"C3","AM_W",0.2759
"C3","AM_W",0.3017
"C3","AM_W",0.3684
"C3","AM_W",0.2363
"C3","AM_W",0.35
"C3","AM_W",0.1994
"C3","AM_W",0.1913
"C3","AM_W",0.2086
"C3","AM_W",0.1501
"C3","AM_W",0.2572
"C3","AM_W",0.3465
"C3","AM_W",0.0679
"C2","AM_W",0.0547
"C3","AM_W",0.1454
"C3","AM_W",0.178
"C3","AM_W",0.3167
"C3","AM_W",0.196
"C3","AM_W",0.1854
"C3","AM_W",0.1647
"C3","AM_W",0.2535
"C3","AM_W",0.2704
"C3","AM_W",0.0435
"C3","AM_W",0.2608
"C3","AM_W",0.2947
"C3","AM_W",0.2699
"C3","AM_W",0.3041
"C3","AM_W",0.2948
"C3","AM_W",0.2195
"C3","AM_W",0.2114
"C3","AM_W",0.2706
"C3","AM_W",0.2925
"C3","AM_W",0.0809
"C3","AM_W",0.292
"C3","AM_W",0.1841
"C3","AM_W",0.2534
"C3","AM_W",0.1151
"C3","AM_W",0.1589
"C3","AM_W",0.1961
"C3","AM_W",0.2245
"C3","AM_W",0.2137
"C3","AM_W",0.2788
"C3","AM_W",0.359
"C3","AM_W",0.2171
"C3","AM_W",0.2169
"C3","AM_W",0.245
"C3","AM_W",0.1771
"C3","AM_W",0.15
"C3","AM_W",0.0838
"C3","AM_W",0.3011
"C3","AM_W",0.2853
"C3","AM_W",0.0555
"C3","AM_W",0.2461
"C3","AM_W",0.2849
"C3","AM_W",0.1758
"C3","AM_W",0.3289
"C3","AM_W",0.1176
"C3","AM_W",0.298
"C3","AM_W",0.2095
"C3","AM_W",0.1303
"C3","AM_W",0.2896
"C3","AM_W",0.2661
"C3","AM_W",0.3438
"C3","AM_W",0.1567
"C3","AM_W",0.1348
"C3","AM_W",0.2928
"C3","AM_W",0.2067
"C3","AM_W",-0.0023
"C3","AM_W",0.1972
"C3","AM_W",0.3431
"C2","FB",0.2474
"C2","FB",0.2851
"C2","FB",0.2912
"C2","FB",0.069
"C2","FB",0.3098
"C2","FB",0.2809
"C2","FB",0.2831
"C2","FB",0.367
"C2","FB",0.3908
"C2","FB",0.1683
"C2","FB",0.2412
"C2","FB",0.2145
"C2","FB",0.3389
"C2","FB",0.2835
"C2","FB",0.1693
"C2","FB",0.2712
"C2","FB",0.2625
"C2","FB",0.0873
"C2","FB",0.2284
"C2","FB",0.4207
"C2","FB",0.3393
"C2","FB",0.3326
"C2","FB",0.3328
"C2","FB",0.258
"C2","FB",0.3827
"C2","FB",0.3057
"C2","FB",0.2014
"C2","FB",0.1964
"C2","FB",0.3103
"C2","FB",0.2567
"C2","FB",0.1945
"C2","FB",0.2956
"C2","FB",0.2944
"C2","FB",0.2895
"C2","FB",0.1876
"C2","FB",0.1815
"C2","FB",0.2603
"C2","FB",0.2952
"C2","FB",0.308
"C2","FB",0.2436
"C2","FB",0.2848
"C2","FB",0.1229
"C2","FB",0.344
"C2","FB",0.2429
"C2","FB",0.3534
"C2","FB",0.3767
"C2","FB",0.351
"C2","FB",0.3
"C2","FB",0.3068
"C2","FB",0.3406
"C2","FB",0.1579
"C2","FB",0.2304
"C2","FB",0.2608
"C3","FB",0.1518
"C2","FB",0.2717
"C2","FB",0.2621
"C2","FB",0.1787
"C2","FB",0.2306
"C2","FB",0.3499
"C2","FB",0.3835
"C2","FB",0.2651
"C2","FB",0.3156
"C2","FB",0.2136
"C2","FB",0.2162
"C2","FB",0.1685
"C2","FB",0.1692
"C2","FB",0.383
"C2","CB",0.3364
"C2","CB",0.3704
"C2","CB",0.3982
"C2","CB",0.3907
"C2","CB",0.4361
"C2","CB",0.429
"C2","CB",0.3886
"C2","CB",0.429
"C2","CB",0.4096
"C2","CB",0.4092
"C2","CB",0.4204
"C2","CB",0.3642
"C2","CB",0.3707
"C2","CB",0.4236
"C2","CB",0.4152
"C2","CB",0.4158
"C2","CB",0.4513
"C2","CB",0.3961
"C2","CB",0.3565
"C2","CB",0.3641
"C2","CB",0.3817
"C2","CB",0.3662
"C2","CB",0.4134
"C2","CB",0.3726
"C2","CB",0.3561
"C2","CB",0.3154
"C2","CB",0.397
"C2","CB",0.3963
"C2","CB",0.422
"C2","CB",0.4111
"C2","CB",0.3669
"C2","CB",0.3477
"C2","CB",0.3059
"C2","CB",0.3404
"C2","CB",0.2853
"C2","CB",0.3293
"C2","CB",0.2782
"C2","CB",0.3457
"C2","CB",0.298
"C2","CB",0.4063
"C2","CB",0.4045
"C2","CB",0.3746
"C2","CB",0.3668
"C2","CB",0.3244
"C2","CB",0.4122
"C2","CB",0.3611
"C2","CB",0.3434
"C2","CB",0.3876
"C2","CB",0.2678
"C2","CB",0.4258
"C2","CB",0.2611
"C2","CB",0.3847
"C2","CB",0.4031
"C2","CB",0.3173
"C2","CB",0.3796
"C2","CB",0.4008
"C2","CB",0.3441
"C2","CB",0.4382
"C2","CB",0.409
"C2","CB",0.3108
"C3","FW",0.3898
"C3","FW",0.2943
"C3","FW",0.3272
"C3","FW",0.2917
"C3","FW",0.1803
"C3","FW",0.3264
"C3","FW",0.3102
"C3","FW",0.2917
"C3","FW",0.3536
"C3","FW",0.3161
"C3","FW",0.3133
"C3","FW",0.2971
"C3","FW",0.3837
"C3","FW",0.3415
"C3","FW",0.2881
"C3","FW",0.254
"C3","FW",0.3873
"C3","FW",0.3752
"C3","FW",0.3098
"C3","FW",0.3442
"C3","FW",0.3056
"C3","FW",0.3132
"C3","FW",0.2915
"C3","FW",0.3039
"C3","FW",0.3367
"C3","FW",0.3383
"C3","FW",0.221
"C3","FW",0.3317
"C3","FW",0.3116
"C3","FW",0.3297
"C3","FW",0.3133
"C3","FW",0.3616
"C3","FW",0.3396
"C3","FW",0.2889
"C3","FW",0.2867
"C3","FW",0.3064
"C3","FW",0.3458
"C3","FW",0.2813
"C3","FW",0.2821
"C3","FW",0.2023
"C3","FW",0.3848
"C3","FW",0.3317
"C3","FW",0.3108
"C3","FW",0.2666
"C1","GK",0.7099
"C1","GK",0.5467
"C1","GK",0.7477
"C1","GK",0.7321
"C1","GK",0.7139
"C1","GK",0.7178
"C1","GK",0.7248
"C1","GK",0.6392
"C1","GK",0.6494
"C1","GK",0.7277
"C1","GK",0.6841
"C1","GK",0.6344
"C1","GK",0.7393
"C1","GK",0.7307
"C1","GK",0.7298
"C1","GK",0.6425
"C1","GK",0.7506
"C1","GK",0.753
"C1","GK",0.5773
"C1","GK",0.7316
"C1","GK",0.7305
"C1","GK",0.6447
"C1","GK",0.7136
"C1","GK",0.7414
"C1","GK",0.7302
